Date;BMA;GGAL
2022-10-21;14.729841232299805;7.797133922576904
2022-10-20;14.275776863098145;7.598227024078369
2022-10-19;14.374162673950195;7.429156303405762
2022-10-18;14.443033218383787;7.409265995025635
2022-10-17;14.305293083190918;7.409265995025635
2022-10-14;13.941266059875488;7.120851516723633
2022-10-13;14.079007148742676;7.309812545776367
2022-10-12;13.833041191101074;7.2203049659729
2022-10-11;14.13803768157959;7.439102172851562
2022-10-10;14.354486465454102;7.578336238861084
2022-10-07;14.48238754272461;7.657898902893066
2022-10-06;14.836576461791992;7.727516174316406
2022-10-05;15.12189483642578;7.896586894989014
2022-10-04;15.377697944641112;8.02587604522705
2022-10-03;15.171088218688965;7.98609447479248
2022-09-30;14.039652824401855;7.419211387634277
2022-09-29;14.15771484375;7.38937520980835
2022-09-28;14.216745376586914;7.47781229019165
2022-09-27;14.265938758850098;7.379549026489258
2022-09-26;14.649643898010254;7.733295917510986
2022-09-23;15.525276184082031;8.214784622192383
2022-09-22;15.953252792358398;8.59800910949707
2022-09-21;16.060914993286133;8.686447143554688
2022-09-20;16.3936824798584;8.961583137512207
2022-09-19;16.794960021972656;9.118803024291992
2022-09-16;16.011980056762695;8.686447143554688
2022-09-15;15.982616424560549;8.715925216674805
2022-09-14;16.530704498291016;9.069671630859377
2022-09-13;15.99240493774414;8.853494644165039
2022-09-12;16.3936824798584;9.207240104675291
2022-09-09;16.41325569152832;9.35463523864746
2022-09-08;15.38559341430664;8.765056610107422
2022-09-07;15.493252754211426;8.873146057128906
2022-09-06;14.47537612915039;8.529226303100586
2022-09-02;14.59282398223877;8.391657829284668
2022-09-01;14.15239715576172;8.145999908447266
2022-08-31;13.809842109680176;7.96912670135498
2022-08-30;14.37750244140625;8.342525482177734
2022-08-29;14.5145263671875;8.529226303100586
2022-08-26;14.436226844787598;8.588183403015137
2022-08-25;14.132822036743164;8.568531036376953
2022-08-24;14.064311027526855;8.401483535766602
2022-08-23;13.897927284240724;8.313047409057617
2022-08-22;13.359626770019531;7.939648151397705
2022-08-19;12.919200897216797;7.684164524078369
2022-08-18;13.594522476196287;8.018259048461914
2022-08-17;13.181499481201172;7.96912670135498
2022-08-16;13.288507461547852;8.077217102050781
2022-08-15;13.337146759033203;8.165653228759766
2022-08-12;12.9869384765625;7.929821491241455
2022-08-11;12.724281311035156;7.7136430740356445
2022-08-10;12.16978359222412;7.517117500305176
2022-08-09;12.451895713806152;7.654685497283935
2022-08-08;13.230138778686523;7.929821491241455
2022-08-05;12.539448738098145;7.674337863922119
2022-08-04;12.471351623535156;7.507290840148926
2022-08-03;12.841018676757812;7.684164524078369
2022-08-02;12.675641059875488;7.693990707397461
2022-08-01;12.578359603881836;7.644859313964844
2022-07-29;12.6075439453125;7.6645121574401855
2022-07-28;12.082230567932127;7.261633396148682
2022-07-27;11.187250137329102;6.701534748077393
2022-07-26;10.593839645385742;6.37726640701294
2022-07-25;10.545198440551758;6.347787857055664
2022-07-22;10.000429153442385;6.052999019622803
2022-07-21;9.728044509887695;5.826993942260742
2022-07-20;9.883692741394045;5.885951995849609
2022-07-19;10.438190460205078;6.220046043395996
2022-07-18;10.40900707244873;6.298655986785889
2022-07-15;10.08798122406006;6.180740833282471
2022-07-14;9.83505153656006;6.033346176147461
2022-07-13;10.428462982177734;6.210219860076904
2022-07-12;10.710576057434082;6.37726640701294
2022-07-11;10.671663284301758;6.446050643920898
2022-07-08;11.11915397644043;6.563966274261475
2022-07-07;11.021872520446776;6.573792934417725
2022-07-06;10.84676742553711;6.573792934417725
2022-07-05;10.914865493774414;6.721187591552734
2022-07-01;11.313714027404783;7.035628318786621
2022-06-30;10.895408630371094;6.789971351623535
2022-06-29;11.342897415161133;7.045454978942871
2022-06-28;11.47909164428711;6.976670742034912
2022-06-27;11.128880500793455;7.0159759521484375
2022-06-24;11.109427452087402;7.025802612304688
2022-06-23;11.294259071350098;7.173196792602539
2022-06-22;11.673651695251465;7.320590972900391
2022-06-21;11.68338108062744;7.25180721282959
2022-06-17;11.673651695251465;7.320590972900391
2022-06-16;11.72229290008545;7.232154846191406
2022-06-15;12.12114143371582;7.379549026489258
2022-06-14;11.97522258758545;7.173196792602539
2022-06-13;11.741747856140137;7.094586372375488
2022-06-10;12.597816467285156;7.703817367553711
2022-06-09;12.841018676757812;7.7726006507873535
2022-06-08;13.881918907165527;8.460441589355469
2022-06-07;14.319680213928224;8.706098556518555
2022-06-06;14.397505760192873;8.765056610107422
2022-06-03;14.776897430419922;8.951756477355957
2022-06-02;14.935464859008787;9.030366897583008
2022-06-01;14.675232887268066;8.843667030334473
2022-05-31;14.79605484008789;9.050020217895508
2022-05-27;15.316518783569336;9.217066764831545
2022-05-26;15.632515907287598;9.226893424987791
2022-05-25;15.3536958694458;9.207240104675291
2022-05-24;15.483809471130373;9.187588691711426
2022-05-23;14.991228103637695;9.187588691711426
2022-05-20;14.442883491516112;8.91245174407959
2022-05-19;14.656645774841309;9.099150657653809
2022-05-18;14.61946964263916;9.089324951171877
2022-05-17;15.0841703414917;9.325156211853027
2022-05-16;14.823936462402344;9.118803024291992
2022-05-13;14.41500186920166;8.91245174407959
